Provider,Beneficiaries_Count,Claims_Count,RenalDiseaseIndicator,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,is_inpatient,is_dead,is_claimcode,is_groupcode,is_deductible,ClaimPeriod_greater_DaysAdmitted,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,InscClaimAmtReimbursed,DeductibleAmtPaid,Age,Days_Admitted,Diseases_Count,Total_Physicians,Total_ClaimCodes,Total_ProcedureCodes,Claim_Period,PotentialFraud
PRV56726,16,16,3,7,10,6,1,2,7,10,11,6,4,2,3,0,3,3,16,4,7128.75,400.5,2219.375,455.625,4527.5,200.25,70.1875,0.4375,4.125,1.625,3.375,0.125,1.5,0
PRV56728,17,42,7,3,29,8,8,20,19,17,36,17,5,6,0,2,7,0,42,4,1143.3333333333333,203.42857142857142,1182.857142857143,805.2380952380952,253.33333333333334,1.1904761904761905,67.45238095238095,0.0,4.0,1.619047619047619,2.6666666666666665,0.0,1.0952380952380953,0
PRV56729,179,219,38,94,121,78,24,72,108,160,170,63,70,25,0,1,45,0,219,24,3755.388127853881,377.93607305936075,2144.7488584474886,571.2785388127854,320.0,3.835616438356164,72.12785388127854,0.0,4.497716894977169,1.6986301369863013,2.5342465753424657,0.0,1.6757990867579908,0
PRV56730,51,54,11,24,37,30,14,22,28,40,43,17,12,8,23,1,29,23,54,6,11286.296296296296,907.2592592592592,1929.4444444444443,546.8518518518518,5628.7037037037035,454.8888888888889,70.4074074074074,2.3703703703703702,5.092592592592593,1.6666666666666667,5.148148148148148,0.46296296296296297,3.685185185185185,1
PRV56731,20,20,3,8,12,7,4,3,9,12,13,9,2,4,4,0,5,4,20,1,7088.0,880.6,4131.0,694.5,5485.0,217.6,72.0,2.65,4.15,1.6,3.95,0.2,3.65,1
PRV56732,26,28,4,14,21,13,8,14,7,24,22,10,12,4,13,0,15,13,28,2,12581.42857142857,1106.142857142857,2345.0,754.6428571428571,6175.714285714285,498.35714285714283,74.25,2.892857142857143,5.321428571428571,1.5357142857142858,5.321428571428571,0.21428571428571427,3.25,1
PRV56733,89,198,42,99,133,86,27,58,88,143,151,81,59,22,12,1,59,12,198,18,3057.5757575757575,409.93939393939394,1753.888888888889,511.26262626262627,622.7272727272727,67.05050505050505,72.97474747474747,0.29292929292929293,4.782828282828283,1.5151515151515151,2.919191919191919,0.030303030303030304,0.8232323232323232,0
PRV56734,22,22,5,9,14,11,3,5,12,15,14,4,5,1,10,0,11,10,22,2,13298.636363636364,1165.090909090909,2786.818181818182,881.8181818181819,4986.363636363636,489.54545454545456,69.18181818181819,3.0454545454545454,4.2272727272727275,1.5454545454545454,4.409090909090909,0.2727272727272727,4.045454545454546,0
PRV56735,285,412,66,153,256,157,55,114,188,304,303,142,135,40,0,4,86,0,412,57,4595.02427184466,500.70873786407765,2815.7038834951454,719.1504854368932,324.34466019417476,4.70873786407767,72.68932038834951,0.0,4.483009708737864,1.5606796116504855,2.9053398058252426,0.0,1.6140776699029127,0
PRV56738,300,512,112,212,310,270,73,171,241,384,411,167,214,74,19,5,121,19,512,59,5506.54296875,556.7578125,2096.15234375,594.921875,524.765625,42.2109375,73.271484375,0.216796875,4.935546875,1.646484375,2.927734375,0.03125,1.5390625,0
PRV56739,5,5,0,0,2,2,1,1,1,3,3,2,2,1,1,0,2,1,5,0,13840.0,1068.0,1048.0,302.0,2230.0,213.6,81.2,0.6,3.6,1.6,3.8,0.4,0.6,0
PRV56740,38,45,7,12,26,14,9,13,13,24,35,10,16,7,0,0,6,0,45,4,4573.333333333333,427.2,1936.2222222222222,652.0,193.77777777777777,1.7777777777777777,70.06666666666666,0.0,3.977777777777778,1.6222222222222222,2.577777777777778,0.0,0.8,0
PRV56741,25,25,5,11,17,12,2,8,12,14,17,7,8,0,0,0,6,0,25,1,5053.2,427.2,2467.2,498.8,224.8,3.6,73.68,0.0,4.32,1.52,2.36,0.0,0.04,0
PRV56742,32,35,10,15,27,16,4,14,17,25,27,8,14,6,9,0,18,9,35,6,8313.142857142857,732.3428571428572,1515.142857142857,454.2857142857143,3450.0,274.62857142857143,74.28571428571429,1.5714285714285714,4.942857142857143,1.542857142857143,4.085714285714285,0.22857142857142856,3.8857142857142857,0
PRV56743,328,393,74,140,222,174,64,121,177,283,306,106,129,42,0,4,84,0,393,48,4107.837150127227,450.22391857506364,2479.6437659033077,685.7760814249364,323.0534351145038,2.6717557251908395,72.38931297709924,0.0,4.488549618320611,1.559796437659033,2.6310432569974553,0.0,1.1450381679389312,0
PRV56745,53,132,37,78,91,78,32,59,74,114,108,42,38,12,0,0,24,0,132,15,5134.090909090909,521.1818181818181,1911.8939393939395,474.0151515151515,208.03030303030303,4.015151515151516,76.62878787878788,0.0,5.5,1.5303030303030303,2.8106060606060606,0.0,1.1363636363636365,0
PRV56746,42,43,12,17,28,21,4,12,18,36,37,14,14,9,15,0,22,15,43,5,7280.930232558139,892.5581395348837,3648.3720930232557,854.6511627906976,3977.4418604651164,373.95348837209303,73.44186046511628,1.558139534883721,4.883720930232558,1.5813953488372092,4.465116279069767,0.27906976744186046,2.6511627906976742,0
PRV56747,16,16,2,8,9,7,4,6,6,10,13,8,6,5,1,0,4,1,16,4,11623.75,1242.75,3301.875,670.0,1158.125,66.75,76.6875,0.375,5.125,1.5625,2.5,0.0625,3.0625,0
PRV56748,361,463,100,182,313,227,74,162,224,357,365,159,139,54,117,0,191,117,461,42,8151.447084233261,828.4190064794816,2213.714902807775,638.6393088552916,3057.840172786177,267.1922246220302,73.01295896328294,1.3736501079913608,4.8725701943844495,1.6047516198704104,3.941684665226782,0.16630669546436286,2.386609071274298,1
PRV56749,26,28,5,10,18,11,2,7,15,24,18,7,6,0,11,1,15,11,27,1,8601.42857142857,801.0,2615.714285714286,657.8571428571429,3936.0714285714284,381.42857142857144,73.07142857142857,2.607142857142857,4.214285714285714,1.6785714285714286,4.357142857142857,0.39285714285714285,3.1785714285714284,0
PRV56750,11,11,1,7,8,5,2,5,5,4,9,3,2,1,1,0,2,1,11,2,7916.363636363636,485.45454545454544,1242.7272727272727,510.90909090909093,2395.4545454545455,97.0909090909091,75.81818181818181,0.9090909090909091,4.636363636363637,1.6363636363636365,2.909090909090909,0.18181818181818182,3.3636363636363638,0
PRV56751,51,84,12,18,37,23,12,15,27,62,70,21,22,3,5,1,15,5,84,6,4251.666666666667,545.0952380952381,1892.0238095238096,535.3571428571429,1028.6904761904761,67.85714285714286,70.35714285714286,0.2619047619047619,3.6904761904761907,1.5952380952380953,2.5595238095238093,0.03571428571428571,0.9880952380952381,0
PRV56752,24,25,5,6,10,7,3,5,8,12,16,7,7,3,1,0,10,1,25,2,1109.6,170.88,3059.6,867.2,644.8,47.52,76.0,0.08,3.36,1.48,2.72,0.08,1.0,0
PRV56753,21,24,6,12,15,15,8,9,10,18,22,8,8,5,9,0,16,9,24,2,13545.833333333334,1573.6666666666667,2697.0833333333335,645.0,4170.0,400.5,76.58333333333333,2.25,5.416666666666667,1.7916666666666667,4.125,0.2916666666666667,3.0,0
PRV56754,70,109,29,43,64,47,13,55,44,85,88,26,43,8,9,0,27,9,109,13,6306.51376146789,1141.211009174312,2510.733944954128,685.7798165137615,679.3577981651376,89.65137614678899,74.98165137614679,0.3302752293577982,4.73394495412844,1.5779816513761469,2.944954128440367,0.01834862385321101,1.6697247706422018,0
PRV56755,17,18,3,6,10,6,3,4,7,9,12,8,6,1,3,0,6,3,18,1,5457.222222222223,474.6666666666667,1039.4444444444443,210.55555555555554,3008.8888888888887,181.88888888888889,76.0,0.7777777777777778,4.0,1.2777777777777777,3.388888888888889,0.16666666666666666,1.8888888888888888,0
PRV56758,347,531,90,220,284,203,65,150,223,385,392,154,173,47,0,1,104,0,531,78,3737.401129943503,399.05838041431264,2547.8719397363466,645.894538606403,310.52730696798494,3.3333333333333335,73.75517890772129,0.0,4.323917137476459,1.5480225988700564,2.6271186440677967,0.0,1.6497175141242937,0
PRV56759,11,11,2,7,6,6,3,5,4,9,8,5,5,2,2,0,6,2,11,2,15223.636363636364,1165.090909090909,1820.0,594.5454545454545,2569.090909090909,197.8181818181818,72.36363636363636,1.5454545454545454,5.454545454545454,1.6363636363636365,4.545454545454546,0.18181818181818182,4.636363636363637,0
PRV56760,403,643,119,267,425,290,112,192,304,429,480,214,199,56,0,8,136,0,643,95,5818.646967340591,629.9222395023328,2549.393468118196,697.9160186625195,292.84603421461895,2.5038880248833593,74.02021772939347,0.0,4.615863141524105,1.5754276827371696,2.7418351477449456,0.0,1.5489891135303266,0
PRV56761,107,117,24,51,79,68,22,57,65,94,99,49,38,20,92,0,97,92,113,2,14201.623931623932,1530.2564102564102,1976.2393162393162,587.7777777777778,7112.991452991453,804.4786324786324,75.51282051282051,4.136752136752137,5.487179487179487,1.5128205128205128,6.752136752136752,0.4358974358974359,4.478632478632479,0
PRV56762,35,39,5,14,19,13,10,13,14,30,28,21,8,3,1,0,6,1,39,3,5840.25641025641,766.7692307692307,1650.5128205128206,536.4102564102565,274.61538461538464,29.94871794871795,77.35897435897436,0.10256410256410256,4.435897435897436,1.5897435897435896,2.5384615384615383,0.0,0.4358974358974359,0
PRV56763,25,26,6,13,16,13,4,9,10,23,20,11,9,2,13,0,13,13,24,0,13898.461538461539,1273.3846153846155,1371.5384615384614,555.0,4480.384615384615,451.84615384615387,74.3076923076923,4.846153846153846,5.0,1.5,5.346153846153846,0.5384615384615384,4.846153846153846,0
PRV56764,139,201,25,84,131,95,20,51,98,148,149,66,54,15,5,3,39,5,201,29,4247.810945273632,403.82089552238807,2134.427860696517,641.3930348258707,476.0199004975124,29.402985074626866,73.42786069651741,0.14427860696517414,4.532338308457711,1.6019900497512438,2.656716417910448,0.014925373134328358,1.8606965174129353,0
PRV56765,21,22,8,9,12,9,3,3,10,13,14,10,5,2,0,0,3,0,22,2,2277.2727272727275,242.72727272727272,1635.909090909091,437.72727272727275,271.3636363636364,0.0,73.5,0.0,4.090909090909091,1.3636363636363635,2.727272727272727,0.0,1.5454545454545454,0
PRV56766,27,29,4,7,15,8,3,6,8,23,22,10,11,2,2,0,6,2,29,3,7179.6551724137935,395.86206896551727,2139.310344827586,545.5172413793103,854.4827586206897,74.34482758620689,70.55172413793103,0.20689655172413793,3.9655172413793105,1.5517241379310345,2.5172413793103448,0.034482758620689655,1.8275862068965518,0
PRV56767,18,18,3,7,12,9,4,5,5,12,12,5,6,5,6,0,8,6,18,2,9104.444444444445,830.6666666666666,2273.3333333333335,811.1111111111111,2865.0,359.8888888888889,72.55555555555556,1.1111111111111112,4.555555555555555,1.6666666666666667,4.444444444444445,0.16666666666666666,2.888888888888889,0
PRV56768,4,4,0,1,2,3,2,1,2,4,4,1,0,0,4,0,4,4,4,0,4300.0,1068.0,1095.0,282.5,4250.0,1068.0,75.75,2.5,5.0,1.5,8.5,0.5,2.5,0
PRV56769,21,23,5,6,14,8,3,8,8,17,18,4,9,5,4,0,7,4,23,1,4642.173913043478,603.6521739130435,3199.1304347826085,910.8695652173913,1526.9565217391305,185.7391304347826,74.3913043478261,1.1304347826086956,4.3478260869565215,1.6521739130434783,4.0,0.13043478260869565,1.4782608695652173,0
PRV56771,2,2,1,2,2,1,0,1,2,2,1,0,0,0,0,0,0,0,2,0,3500.0,2034.0,3490.0,1255.0,230.0,15.0,72.0,0.0,5.5,2.0,2.5,0.0,0.0,0
PRV56772,54,70,11,31,36,30,9,28,30,56,58,27,32,7,5,0,27,5,70,6,7644.142857142857,930.1142857142858,2341.1428571428573,680.1428571428571,685.1428571428571,78.14285714285714,73.98571428571428,0.6,4.914285714285715,1.5285714285714285,3.4285714285714284,0.07142857142857142,1.6285714285714286,0
PRV56773,33,43,12,18,23,20,7,13,21,32,35,15,7,5,7,1,12,7,43,4,5494.186046511628,645.7674418604652,3234.186046511628,951.8604651162791,1505.3488372093022,178.97674418604652,70.16279069767442,1.0232558139534884,4.558139534883721,1.5116279069767442,3.4651162790697674,0.023255813953488372,1.5813953488372092,0
PRV56774,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,15400.0,2136.0,1100.0,440.0,4000.0,1068.0,68.0,4.0,9.0,1.0,9.0,0.0,4.0,0
PRV56775,18,18,4,5,9,9,1,6,11,15,13,5,5,4,3,1,6,3,18,1,7827.777777777777,1060.4444444444443,2782.222222222222,701.1111111111111,1908.3333333333333,178.0,70.0,1.7777777777777777,4.611111111111111,1.3888888888888888,3.8333333333333335,0.05555555555555555,2.888888888888889,0
PRV56777,44,44,11,18,28,25,4,20,13,34,31,12,15,5,13,0,17,13,44,5,6817.954545454545,1004.0909090909091,2237.2727272727275,741.1363636363636,2571.590909090909,319.40909090909093,75.5909090909091,1.4090909090909092,4.659090909090909,1.4772727272727273,4.545454545454546,0.18181818181818182,2.6136363636363638,0
PRV56778,38,38,6,12,23,18,6,15,16,27,28,8,13,7,15,0,20,15,38,2,8169.736842105263,1236.1052631578948,1990.7894736842106,567.1052631578947,3215.2631578947367,422.10526315789474,74.21052631578948,2.210526315789474,4.552631578947368,1.4473684210526316,5.078947368421052,0.21052631578947367,3.1315789473684212,0
PRV56780,7,7,2,4,4,4,2,2,2,5,5,5,1,1,0,0,3,0,7,0,13611.42857142857,915.4285714285714,4298.571428571428,1597.142857142857,125.71428571428571,0.0,72.85714285714286,0.0,5.0,1.5714285714285714,3.0,0.0,0.0,0
PRV56782,109,288,59,138,180,88,48,93,168,225,201,116,99,32,0,1,56,0,288,41,4946.111111111111,591.8194444444445,2982.9513888888887,681.25,312.53472222222223,1.7708333333333333,73.86805555555556,0.0,4.819444444444445,1.5555555555555556,2.6875,0.0,1.7534722222222223,0
PRV56783,69,85,17,31,52,34,18,20,34,59,64,27,34,5,0,0,18,0,85,10,3997.8823529411766,351.81176470588235,1953.1764705882354,593.0588235294117,299.1764705882353,0.0,71.28235294117647,0.0,4.447058823529412,1.4941176470588236,2.3176470588235296,0.0,1.411764705882353,0
PRV56784,18,19,4,8,11,6,1,4,9,11,13,7,4,4,0,0,4,0,19,1,2683.157894736842,449.6842105263158,1516.3157894736842,463.1578947368421,364.2105263157895,20.526315789473685,70.3157894736842,0.0,4.105263157894737,2.0526315789473686,3.210526315789474,0.0,0.05263157894736842,0
PRV56788,116,177,48,82,105,70,27,60,74,113,131,60,45,21,0,0,32,0,177,17,3033.1638418079096,354.4632768361582,2057.5706214689267,552.7683615819209,282.8813559322034,0.96045197740113,74.090395480226,0.0,4.451977401129944,1.4689265536723164,2.4745762711864407,0.0,1.271186440677966,0
PRV56789,49,67,5,28,41,24,14,13,31,46,58,18,14,7,7,0,21,7,67,6,3577.313432835821,398.5074626865672,2040.0,504.02985074626866,947.9104477611941,114.11940298507463,74.92537313432835,0.47761194029850745,4.388059701492537,1.6119402985074627,3.08955223880597,0.04477611940298507,1.1343283582089552,0
PRV56790,64,91,14,36,48,33,17,24,45,54,64,42,26,5,0,1,19,0,91,11,4500.7692307692305,560.1318681318681,1918.6813186813188,662.0879120879121,384.5054945054945,0.43956043956043955,72.63736263736264,0.0,4.329670329670329,1.6593406593406594,2.769230769230769,0.0,1.2527472527472527,0
PRV56791,162,233,28,90,143,87,23,65,101,169,176,67,77,16,0,0,43,0,233,33,4106.56652360515,449.3304721030043,2007.725321888412,660.9442060085837,287.6824034334764,2.532188841201717,73.00858369098712,0.0,4.351931330472103,1.4935622317596566,2.6180257510729614,0.004291845493562232,1.3562231759656653,0
PRV56792,8,8,2,5,5,5,3,2,3,6,7,4,3,0,0,0,3,0,8,1,4756.25,667.5,2798.75,702.5,307.5,0.0,72.0,0.0,5.375,1.5,2.625,0.0,0.875,0
PRV56793,29,31,9,12,19,14,8,11,14,25,26,9,14,1,3,0,10,3,31,5,5691.290322580645,516.7741935483871,3341.2903225806454,906.7741935483871,1817.0967741935483,103.35483870967742,71.58064516129032,0.3870967741935484,4.935483870967742,1.5806451612903225,2.870967741935484,0.0967741935483871,2.3548387096774195,0
PRV56796,87,92,21,35,60,40,18,35,46,74,72,19,33,10,3,0,24,3,91,8,5484.130434782609,557.2173913043479,1888.3695652173913,557.3913043478261,777.0652173913044,26.804347826086957,72.27173913043478,0.13043478260869565,4.804347826086956,1.6195652173913044,2.967391304347826,0.021739130434782608,0.7717391304347826,0
PRV56797,5,5,0,2,2,3,1,1,4,2,4,1,2,0,0,0,1,0,5,0,1400.0,427.2,1106.0,176.0,252.0,0.0,76.2,0.0,4.4,2.0,1.2,0.0,0.0,0
PRV56798,22,24,5,14,18,11,1,5,10,18,22,12,5,4,0,0,4,0,24,6,4018.3333333333335,489.5,3845.0,1030.0,420.8333333333333,1.6666666666666667,76.66666666666667,0.0,5.0,1.5833333333333333,3.0833333333333335,0.0,2.375,0
PRV56800,48,57,14,26,38,28,14,18,28,39,37,27,13,5,7,0,20,7,57,5,3696.842105263158,463.64912280701753,2313.8596491228072,390.0,1768.9473684210527,132.73684210526315,73.36842105263158,1.0175438596491229,4.7894736842105265,1.4736842105263157,3.5789473684210527,0.10526315789473684,2.2280701754385963,0
PRV56801,24,25,8,8,15,11,2,5,13,17,17,5,10,2,0,0,7,0,25,4,2244.8,299.04,1670.8,410.8,328.4,1.6,74.36,0.0,4.2,1.52,2.24,0.0,2.76,0
PRV56802,11,13,2,3,8,8,5,3,5,11,11,7,2,4,13,0,13,13,13,0,27312.30769230769,1560.923076923077,752.3076923076923,599.2307692307693,14230.76923076923,1068.0,79.76923076923077,4.384615384615385,5.153846153846154,1.6923076923076923,8.538461538461538,0.6153846153846154,4.384615384615385,0
PRV56803,416,795,129,332,503,325,99,252,352,569,604,230,220,74,8,5,143,8,794,113,4377.547169811321,436.3471698113208,2309.685534591195,653.6981132075472,401.7861635220126,11.290566037735848,74.22893081761006,0.06666666666666667,4.477987421383648,1.6062893081761007,2.7232704402515724,0.00880503144654088,1.6666666666666667,0
PRV56805,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,0.0,1000.0,270.0,70.0,0.0,73.0,0.0,2.0,1.0,1.0,0.0,0.0,0
PRV56807,85,91,15,33,58,34,15,28,41,64,70,18,27,4,0,1,23,0,91,9,5916.483516483517,378.85714285714283,1958.7912087912089,543.1868131868132,249.8901098901099,4.285714285714286,72.7032967032967,0.0,4.3076923076923075,1.4395604395604396,2.6043956043956045,0.0,1.2637362637362637,0
PRV56808,62,62,12,20,38,30,7,24,27,40,52,18,18,4,47,0,51,47,62,1,13076.935483870968,1428.0,1201.2903225806451,429.03225806451616,6993.709677419355,809.6129032258065,75.20967741935483,3.338709677419355,4.483870967741935,1.435483870967742,6.403225806451613,0.5,3.661290322580645,1
PRV56809,41,44,9,12,26,16,8,11,16,28,31,13,11,6,4,0,15,4,44,7,3590.681818181818,432.27272727272725,1557.5,467.95454545454544,1028.8636363636363,98.45454545454545,74.47727272727273,0.4090909090909091,4.045454545454546,1.75,3.1818181818181817,0.09090909090909091,1.4545454545454546,0
PRV56810,14,14,3,5,6,4,1,3,6,11,11,4,3,0,0,0,3,0,14,2,0.0,0.0,4462.857142857143,1305.0,563.5714285714286,0.0,71.35714285714286,0.0,3.857142857142857,1.7142857142857142,3.142857142857143,0.0,2.857142857142857,0
PRV56811,60,62,15,27,32,29,12,21,30,43,45,25,16,6,8,0,15,8,61,7,5971.612903225807,766.3870967741935,2385.6451612903224,635.3225806451613,1710.483870967742,125.09677419354838,75.29032258064517,0.6935483870967742,4.612903225806452,1.5806451612903225,2.9838709677419355,0.0967741935483871,1.8225806451612903,0
PRV56813,83,106,19,36,62,44,21,22,47,79,73,30,36,12,0,0,23,0,106,15,2551.9811320754716,332.49056603773585,2648.301886792453,647.8301886792453,320.188679245283,3.207547169811321,68.67924528301887,0.0,4.3584905660377355,1.4150943396226414,2.4339622641509435,0.0,1.4245283018867925,0
PRV56816,15,15,3,7,10,3,1,3,5,9,9,5,5,1,0,0,4,0,15,2,1738.0,284.8,2419.3333333333335,692.6666666666666,469.3333333333333,0.0,69.06666666666666,0.0,3.8666666666666667,1.3333333333333333,3.8,0.0,1.4,0
PRV56818,17,20,4,4,14,6,1,1,9,12,15,7,4,1,4,0,7,4,20,1,4491.0,640.8,3066.0,706.0,2277.0,213.6,74.35,0.95,3.7,1.8,3.25,0.4,1.15,0
PRV56819,23,25,2,13,16,12,4,7,11,20,21,9,11,4,24,0,24,24,24,0,16086.0,1623.36,1697.2,437.6,8836.0,982.56,78.32,6.44,5.12,1.8,6.8,0.72,6.44,0
PRV56820,4,5,0,0,2,0,0,0,3,1,2,0,0,0,0,0,0,0,5,0,2200.0,213.6,262.0,46.0,164.0,0.0,69.0,0.0,1.6,2.0,2.2,0.0,0.0,0
PRV56821,11,12,0,2,7,5,2,1,5,7,10,5,2,0,0,0,4,0,12,1,1770.0,267.0,1634.1666666666667,663.3333333333334,263.3333333333333,5.833333333333333,69.0,0.0,3.8333333333333335,1.3333333333333333,2.0833333333333335,0.0,1.6666666666666667,0
PRV56823,15,18,4,10,13,9,1,4,5,12,17,6,8,3,0,0,4,0,18,3,5068.888888888889,830.6666666666666,3801.6666666666665,1047.7777777777778,351.1111111111111,0.5555555555555556,79.0,0.0,4.888888888888889,1.7222222222222223,3.1666666666666665,0.0,2.2222222222222223,0
PRV56824,125,136,21,57,78,55,20,50,72,95,100,54,44,10,0,1,26,0,136,16,3998.014705882353,374.97058823529414,2242.205882352941,621.6911764705883,349.55882352941177,0.9558823529411765,73.88235294117646,0.0,4.669117647058823,1.1470588235294117,2.573529411764706,0.0,1.4264705882352942,0
PRV56826,24,24,3,9,16,9,4,8,11,18,18,8,10,1,4,0,8,4,24,2,3178.3333333333335,356.0,1489.5833333333333,682.5,869.5833333333334,181.75,73.625,0.625,4.666666666666667,1.5833333333333333,4.208333333333333,0.08333333333333333,1.7083333333333333,0
PRV56828,131,142,26,42,94,55,25,38,51,104,103,46,44,15,0,2,25,0,142,16,3448.239436619718,378.61971830985914,1747.5352112676057,517.8169014084507,285.28169014084506,2.816901408450704,73.09154929577464,0.0,4.345070422535211,1.6408450704225352,2.4225352112676055,0.0,1.204225352112676,0
PRV56829,95,193,25,74,106,58,30,38,98,130,128,98,59,34,0,2,42,0,193,30,3175.5958549222796,382.07253886010363,2336.683937823834,637.979274611399,291.55440414507774,1.761658031088083,70.37823834196891,0.0,4.419689119170984,1.5699481865284974,2.626943005181347,0.0,2.0,0
PRV56830,7,7,2,4,2,5,1,1,3,5,6,4,2,1,0,0,1,0,7,4,3012.8571428571427,457.7142857142857,1921.4285714285713,167.14285714285714,940.0,14.285714285714286,78.42857142857143,0.0,4.857142857142857,1.8571428571428572,4.428571428571429,0.0,7.0,0
PRV56831,5,5,1,1,3,2,1,1,3,5,5,2,2,0,0,0,1,0,5,1,6960.0,854.4,1326.0,300.0,152.0,0.0,69.8,0.0,5.0,1.8,2.8,0.0,2.2,0
PRV56832,11,11,2,2,6,6,3,1,3,4,8,3,3,1,0,0,3,0,11,0,3000.0,291.27272727272725,2400.0,401.8181818181818,683.6363636363636,0.0,68.0909090909091,0.0,3.6363636363636362,1.3636363636363635,1.3636363636363635,0.0,0.0,0
PRV56833,7,8,0,3,6,4,1,3,5,5,7,1,1,0,0,0,3,0,8,0,5945.0,534.0,1426.25,780.0,88.75,0.0,74.5,0.0,4.5,1.75,3.125,0.0,0.0,0
PRV56834,6,16,1,9,9,9,1,2,12,9,15,9,0,0,1,0,4,1,16,1,187.5,66.75,866.875,243.75,428.125,66.75,81.1875,0.125,4.6875,1.625,2.5625,0.0,0.1875,0
PRV56835,52,103,20,45,58,54,7,36,35,67,80,35,37,23,0,0,23,0,103,9,5033.203883495145,522.2135922330098,2683.106796116505,667.4757281553398,239.2233009708738,2.8155339805825244,68.4368932038835,0.0,4.631067961165049,1.5631067961165048,2.2718446601941746,0.0,0.6407766990291263,0
PRV56836,3,3,0,2,2,1,0,3,1,2,3,2,1,0,0,0,0,0,3,1,0.0,0.0,1706.6666666666667,230.0,246.66666666666666,0.0,72.33333333333333,0.0,5.666666666666667,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0
PRV56837,27,42,13,16,21,16,8,7,13,20,34,5,10,3,0,0,11,0,42,11,3509.7619047619046,500.4761904761905,2153.095238095238,740.7142857142857,408.8095238095238,2.142857142857143,75.5952380952381,0.0,3.642857142857143,1.4047619047619047,2.857142857142857,0.0,3.238095238095238,0
PRV56839,12,12,3,3,7,4,1,3,6,8,9,4,2,1,2,0,5,2,12,3,10225.0,979.0,2460.0,482.5,1489.1666666666667,178.0,74.0,0.5,4.0,1.5,3.5,0.16666666666666666,2.8333333333333335,0
PRV56840,33,89,2,42,56,21,12,30,35,53,75,22,22,19,0,1,18,0,89,11,2498.7640449438204,288.0,2174.044943820225,594.3820224719101,214.4943820224719,6.51685393258427,77.58426966292134,0.0,4.348314606741573,1.6179775280898876,2.4269662921348316,0.0,1.3595505617977528,0
PRV56843,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0.0,0.0,1125.0,285.0,430.0,0.0,90.5,0.0,1.5,2.0,5.5,0.0,0.0,0
PRV56845,9,9,2,6,6,5,0,4,5,8,6,4,5,2,0,0,3,0,9,0,7888.888888888889,745.3333333333334,1294.4444444444443,413.3333333333333,66.66666666666667,14.444444444444445,79.77777777777777,0.0,5.666666666666667,1.6666666666666667,2.6666666666666665,0.0,0.0,0
PRV56846,9,21,1,4,4,1,4,3,4,12,18,3,8,1,0,0,6,0,21,1,3009.5238095238096,356.0,1166.6666666666667,227.14285714285714,334.2857142857143,1.4285714285714286,76.57142857142857,0.0,2.9523809523809526,1.7619047619047619,2.8095238095238093,0.0,0.047619047619047616,0
PRV56850,6,17,2,13,14,12,11,4,2,14,7,5,1,0,0,0,2,0,17,1,2000.0,376.94117647058823,2280.5882352941176,559.4117647058823,273.52941176470586,9.411764705882353,71.70588235294117,0.0,4.882352941176471,1.588235294117647,2.6470588235294117,0.0,1.1764705882352942,0
PRV56851,7,20,1,13,20,10,10,11,10,15,20,3,10,0,0,0,3,0,20,2,200.0,53.4,2538.5,665.5,369.0,3.0,79.6,0.0,6.1,2.0,3.2,0.0,0.8,0
PRV56852,9,20,1,2,3,2,0,4,0,10,14,1,0,1,0,0,3,0,20,0,0.0,0.0,556.5,395.5,98.0,4.5,69.3,0.0,1.85,1.6,2.6,0.0,0.0,0
PRV56853,6,27,7,17,9,13,7,7,7,22,23,7,9,0,0,0,7,0,27,5,1400.0,276.8888888888889,994.8148148148148,770.7407407407408,197.77777777777777,1.4814814814814814,73.33333333333333,0.0,4.481481481481482,1.5925925925925926,3.074074074074074,0.0,2.3703703703703702,0
PRV56854,3,3,1,2,2,2,1,1,1,2,2,1,0,0,0,0,0,0,3,1,0.0,0.0,2080.0,520.0,200.0,0.0,73.66666666666667,0.0,4.666666666666667,1.3333333333333333,3.3333333333333335,0.0,0.3333333333333333,0
PRV56855,3,4,3,3,2,3,1,1,1,4,1,3,0,0,0,0,0,0,4,1,0.0,0.0,2760.0,387.5,72.5,25.0,75.0,0.0,4.75,1.75,3.0,0.0,3.5,0
PRV56856,31,90,17,53,75,29,6,17,38,62,70,26,39,21,0,0,26,0,90,7,2947.1111111111113,344.1333333333333,1397.4444444444443,404.55555555555554,263.0,3.0,74.95555555555555,0.0,4.844444444444444,1.511111111111111,2.588888888888889,0.0,0.6666666666666666,0
